"Intent","Mechanism","Sex","Age Group","Estimated Number","Population","Crude Rate","Age-Adjusted Rate"
"Legal Intervention","Fall","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Fall","Females","45 to 49","--","9,930,655","--","--"
"Legal Intervention","Fall","Females","50 to 54","--","10,376,017","--","--"
"Legal Intervention","Fire / Burn","Males","10 to 14","--","10,667,918","--","--"
"Legal Intervention","Fire / Burn","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Fire / Burn","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Fire / Burn","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Fire / Burn","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Fire / Burn","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Fire / Burn","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Fire / Burn","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Fire / Burn","Males","50 to 54","--","10,300,754","--","--"
"Legal Intervention","Fire / Burn","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Fire / Burn","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Fire / Burn","Males","Unknown","--","--","--","--"
"Legal Intervention","Fire / Burn","Females","15 to 19","--","10,778,845","--","--"
"Legal Intervention","Fire / Burn","Females","20 to 24","--","10,684,361","--","--"
"Legal Intervention","Fire / Burn","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Fire / Burn","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Fire / Burn","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Foreign Body","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Foreign Body","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Foreign Body","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Foreign Body","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Foreign Body","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Foreign Body","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","BB / Pellet Gun","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","BB / Pellet Gun","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","BB / Pellet Gun","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Firearmᵅ","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Firearmᵅ","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Firearmᵅ","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Firearmᵅ","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Firearmᵅ","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Firearmᵅ","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Firearmᵅ","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Firearmᵅ","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Firearmᵅ","Males","70 to 74","--","7,209,820","--","--"
"Legal Intervention","Firearmᵅ","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Firearmᵅ","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Inhalation / Suffocation","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Inhalation / Suffocation","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Overexertion","Males","10 to 14","--","10,667,918","--","--"
"Legal Intervention","Overexertion","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Overexertion","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Overexertion","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Overexertion","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Overexertion","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Overexertion","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Overexertion","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Overexertion","Males","50 to 54","--","10,300,754","--","--"
"Legal Intervention","Overexertion","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Overexertion","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Overexertion","Males","65 to 69","--","9,125,260","--","--"
"Legal Intervention","Overexertion","Males","80 to 84","--","2,996,476","--","--"
"Legal Intervention","Overexertion","Females","15 to 19","--","10,778,845","--","--"
"Legal Intervention","Overexertion","Females","20 to 24","--","10,684,361","--","--"
"Legal Intervention","Overexertion","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Overexertion","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Overexertion","Females","35 to 39","--","11,142,564","--","--"
"Legal Intervention","Overexertion","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Overexertion","Females","45 to 49","--","9,930,655","--","--"
"Legal Intervention","Overexertion","Females","50 to 54","--","10,376,017","--","--"
"Legal Intervention","Overexertion","Females","55 to 59","--","10,439,866","--","--"
"Legal Intervention","Overexertion","Females","60 to 64","--","10,910,700","--","--"
"Legal Intervention","Poisoning","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Poisoning","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Poisoning","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Poisoning","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Poisoning","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Poisoning","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Poisoning","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Poisoning","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Poisoning","Females","35 to 39","--","11,142,564","--","--"
"Legal Intervention","Poisoning","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Poisoning","Females","Unknown","--","--","--","--"
"Legal Intervention","Struck by /Against","Males","5 to 9","--","10,304,720","--","--"
"Legal Intervention","Struck by /Against","Males","10 to 14","--","10,667,918","--","--"
"Legal Intervention","Struck by /Against","Males","15 to 19","2,476","11,296,635","21.92","--"
"Legal Intervention","Struck by /Against","Males","20 to 24","4,340","11,126,811","39.01","--"
"Legal Intervention","Struck by /Against","Males","25 to 29","5,822","11,175,898","52.09","--"
"Legal Intervention","Struck by /Against","Males","30 to 34","7,413","11,883,289","62.38","--"
"Legal Intervention","Struck by /Against","Males","35 to 39","6,220","11,364,080","54.73","--"
"Legal Intervention","Struck by /Against","Males","40 to 44","4,562","10,998,156","41.48","--"
"Legal Intervention","Struck by /Against","Males","45 to 49","2,718","9,886,355","27.49","--"
"Legal Intervention","Struck by /Against","Males","50 to 54","2,340","10,300,754","22.72","--"
"Legal Intervention","Struck by /Against","Males","55 to 59","2,038","10,166,391","20.05","--"
"Legal Intervention","Struck by /Against","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Struck by /Against","Males","65 to 69","--","9,125,260","--","--"
"Legal Intervention","Struck by /Against","Males","70 to 74","--","7,209,820","--","--"
"Legal Intervention","Struck by /Against","Males","75 to 79","--","5,166,023","--","--"
"Legal Intervention","Struck by /Against","Males","Unknown","--","--","--","--"
"Legal Intervention","Struck by /Against","Females","10 to 14","--","10,166,646","--","--"
"Legal Intervention","Struck by /Against","Females","15 to 19","--","10,778,845","--","--"
"Legal Intervention","Struck by /Against","Females","20 to 24","--","10,684,361","--","--"
"Legal Intervention","Struck by /Against","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Struck by /Against","Females","30 to 34","1,252","11,640,867","10.76","--"
"Legal Intervention","Struck by /Against","Females","35 to 39","1,290","11,142,564","11.57","--"
"Legal Intervention","Struck by /Against","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Struck by /Against","Females","45 to 49","--","9,930,655","--","--"
"Legal Intervention","Struck by /Against","Females","50 to 54","--","10,376,017","--","--"
"Legal Intervention","Struck by /Against","Females","55 to 59","--","10,439,866","--","--"
"Legal Intervention","Struck by /Against","Females","60 to 64","--","10,910,700","--","--"
"Legal Intervention","Struck by /Against","Females","65 to 69","--","10,025,468","--","--"
"Legal Intervention","Struck by /Against","Females","75 to 79","--","6,221,394","--","--"
"Legal Intervention","Struck by /Against","Unknown","35 to 39","--","--","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","10 to 14","--","10,667,918","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","50 to 54","--","10,300,754","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Motor Vehicle Occupant","Males","70 to 74","--","7,209,820","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","15 to 19","--","10,778,845","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","20 to 24","--","10,684,361","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","35 to 39","--","11,142,564","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","45 to 49","--","9,930,655","--","--"
"Legal Intervention","Motor Vehicle Occupant","Females","60 to 64","--","10,910,700","--","--"
"Legal Intervention","Motorcyclist","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Motorcyclist","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Motorcyclist","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Pedal cyclist (bicycle, etc.)","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Pedal cyclist (bicycle, etc.)","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Pedestrian","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Pedestrian","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Pedestrian","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Other Transportation","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Other Transportation","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Other Transportation","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Other Transportation","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Other Transportation","Males","50 to 54","--","10,300,754","--","--"
"Legal Intervention","Other Transportation","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Other Transportation","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Other Transportation","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Other Transportation","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Other Specified","Males","10 to 14","--","10,667,918","--","--"
"Legal Intervention","Other Specified","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Other Specified","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Other Specified","Males","25 to 29","1,991","11,175,898","17.81","--"
"Legal Intervention","Other Specified","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Other Specified","Males","35 to 39","2,005","11,364,080","17.64","--"
"Legal Intervention","Other Specified","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Other Specified","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Other Specified","Males","50 to 54","--","10,300,754","--","--"
"Legal Intervention","Other Specified","Males","55 to 59","--","10,166,391","--","--"
"Legal Intervention","Other Specified","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Other Specified","Males","65 to 69","--","9,125,260","--","--"
"Legal Intervention","Other Specified","Males","70 to 74","--","7,209,820","--","--"
"Legal Intervention","Other Specified","Males","75 to 79","--","5,166,023","--","--"
"Legal Intervention","Other Specified","Males","Unknown","--","--","--","--"
"Legal Intervention","Other Specified","Females","10 to 14","--","10,166,646","--","--"
"Legal Intervention","Other Specified","Females","15 to 19","--","10,778,845","--","--"
"Legal Intervention","Other Specified","Females","20 to 24","--","10,684,361","--","--"
"Legal Intervention","Other Specified","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Other Specified","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Other Specified","Females","35 to 39","--","11,142,564","--","--"
"Legal Intervention","Other Specified","Females","40 to 44","--","10,885,893","--","--"
"Legal Intervention","Other Specified","Females","45 to 49","--","9,930,655","--","--"
"Legal Intervention","Other Specified","Females","50 to 54","--","10,376,017","--","--"
"Legal Intervention","Other Specified","Females","55 to 59","--","10,439,866","--","--"
"Legal Intervention","Other Specified","Females","Unknown","--","--","--","--"
"Legal Intervention","Other Specified","Unknown","Unknown","--","--","--","--"
"Legal Intervention","Unknown / Unspecified","Males","15 to 19","--","11,296,635","--","--"
"Legal Intervention","Unknown / Unspecified","Males","20 to 24","--","11,126,811","--","--"
"Legal Intervention","Unknown / Unspecified","Males","25 to 29","--","11,175,898","--","--"
"Legal Intervention","Unknown / Unspecified","Males","30 to 34","--","11,883,289","--","--"
"Legal Intervention","Unknown / Unspecified","Males","35 to 39","--","11,364,080","--","--"
"Legal Intervention","Unknown / Unspecified","Males","40 to 44","--","10,998,156","--","--"
"Legal Intervention","Unknown / Unspecified","Males","45 to 49","--","9,886,355","--","--"
"Legal Intervention","Unknown / Unspecified","Males","60 to 64","--","10,337,454","--","--"
"Legal Intervention","Unknown / Unspecified","Females","25 to 29","--","10,842,462","--","--"
"Legal Intervention","Unknown / Unspecified","Females","30 to 34","--","11,640,867","--","--"
"Legal Intervention","Unknown / Unspecified","Females","35 to 39","--","11,142,564","--","--"
"Legal Intervention","Unknown / Unspecified","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Bite: Other, including sting","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Bite: Other, including sting","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Bite: Other, including sting","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Bite: Other, including sting","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Bite: Other, including sting","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Bite: Other, including sting","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Bite: Other, including sting","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Bite: Other, including sting","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Cut/Pierce","Males","0 to 4","--","9,459,399","--","--"
"Self-Harm","Cut/Pierce","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Cut/Pierce","Males","10 to 14","4,979","10,667,918","46.67","--"
"Self-Harm","Cut/Pierce","Males","15 to 19","11,140","11,296,635","98.61","--"
"Self-Harm","Cut/Pierce","Males","20 to 24","7,123","11,126,811","64.02","--"
"Self-Harm","Cut/Pierce","Males","25 to 29","6,584","11,175,898","58.92","--"
"Self-Harm","Cut/Pierce","Males","30 to 34","6,448","11,883,289","54.26","--"
"Self-Harm","Cut/Pierce","Males","35 to 39","4,387","11,364,080","38.61","--"
"Self-Harm","Cut/Pierce","Males","40 to 44","3,678","10,998,156","33.44","--"
"Self-Harm","Cut/Pierce","Males","45 to 49","2,508","9,886,355","25.37","--"
"Self-Harm","Cut/Pierce","Males","50 to 54","2,078","10,300,754","20.17","--"
"Self-Harm","Cut/Pierce","Males","55 to 59","2,204","10,166,391","21.68","--"
"Self-Harm","Cut/Pierce","Males","60 to 64","1,360","10,337,454","13.15","--"
"Self-Harm","Cut/Pierce","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Cut/Pierce","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Cut/Pierce","Males","75 to 79","--","5,166,023","--","--"
"Self-Harm","Cut/Pierce","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Cut/Pierce","Males","85+","--","2,283,961","--","--"
"Self-Harm","Cut/Pierce","Males","Unknown","--","--","--","--"
"Self-Harm","Cut/Pierce","Females","0 to 4","--","9,051,761","--","--"
"Self-Harm","Cut/Pierce","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Cut/Pierce","Females","10 to 14","29,262","10,166,646","287.82","--"
"Self-Harm","Cut/Pierce","Females","15 to 19","26,324","10,778,845","244.22","--"
"Self-Harm","Cut/Pierce","Females","20 to 24","9,896","10,684,361","92.62","--"
"Self-Harm","Cut/Pierce","Females","25 to 29","6,288","10,842,462","57.99","--"
"Self-Harm","Cut/Pierce","Females","30 to 34","4,915","11,640,867","42.23","--"
"Self-Harm","Cut/Pierce","Females","35 to 39","4,406","11,142,564","39.54","--"
"Self-Harm","Cut/Pierce","Females","40 to 44","2,683","10,885,893","24.65","--"
"Self-Harm","Cut/Pierce","Females","45 to 49","2,459","9,930,655","24.76","--"
"Self-Harm","Cut/Pierce","Females","50 to 54","1,886","10,376,017","18.18","--"
"Self-Harm","Cut/Pierce","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Cut/Pierce","Females","60 to 64","1,331","10,910,700","12.20","--"
"Self-Harm","Cut/Pierce","Females","65 to 69","--","10,025,468","--","--"
"Self-Harm","Cut/Pierce","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Cut/Pierce","Females","75 to 79","--","6,221,394","--","--"
"Self-Harm","Cut/Pierce","Females","80 to 84","--","3,984,204","--","--"
"Self-Harm","Cut/Pierce","Females","85+","--","3,911,019","--","--"
"Self-Harm","Cut/Pierce","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","25 to 29","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","30 to 34","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","35 to 39","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","40 to 44","--","--","--","--"
"Self-Harm","Cut/Pierce","Unknown","45 to 49","--","--","--","--"
"Self-Harm","Drowning / Submersion","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Drowning / Submersion","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Drowning / Submersion","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Drowning / Submersion","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Drowning / Submersion","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Drowning / Submersion","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Fall","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Fall","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Fall","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Fall","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Fall","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Fall","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Fall","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Fall","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Fall","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Fall","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Fall","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Fall","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Fall","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Fall","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Fall","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Fall","Males","85+","--","2,283,961","--","--"
"Self-Harm","Fall","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Fall","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Fall","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Fall","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Fall","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Fall","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Fall","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Fall","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Fall","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Fall","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Fall","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Fall","Females","65 to 69","--","10,025,468","--","--"
"Self-Harm","Fall","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Fall","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Fire / Burn","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Fire / Burn","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Fire / Burn","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Fire / Burn","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Fire / Burn","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Fire / Burn","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Fire / Burn","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Fire / Burn","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Fire / Burn","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Fire / Burn","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Fire / Burn","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Fire / Burn","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Fire / Burn","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Fire / Burn","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Fire / Burn","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Fire / Burn","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Fire / Burn","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Fire / Burn","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Fire / Burn","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Fire / Burn","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Fire / Burn","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Fire / Burn","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Fire / Burn","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Fire / Burn","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Fire / Burn","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Foreign Body","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Foreign Body","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Foreign Body","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Foreign Body","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Foreign Body","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Foreign Body","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Foreign Body","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Foreign Body","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Foreign Body","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Foreign Body","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Foreign Body","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Foreign Body","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Foreign Body","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Foreign Body","Females","5 to 9","--","9,848,037","--","--"
"Self-Harm","Foreign Body","Females","10 to 14","--","10,166,646","--","--"
"Self-Harm","Foreign Body","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Foreign Body","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Foreign Body","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Foreign Body","Females","30 to 34","--","11,640,867","--","--"
"Self-Harm","Foreign Body","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Foreign Body","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Foreign Body","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Foreign Body","Unknown","10 to 14","--","--","--","--"
"Self-Harm","Foreign Body","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Foreign Body","Unknown","20 to 24","--","--","--","--"
"Self-Harm","Foreign Body","Unknown","25 to 29","--","--","--","--"
"Self-Harm","Foreign Body","Unknown","30 to 34","--","--","--","--"
"Self-Harm","BB / Pellet Gun","Females","65 to 69","--","10,025,468","--","--"
"Self-Harm","BB / Pellet Gun","Unknown","15 to 19","--","--","--","--"
"Self-Harm","Firearmᵅ","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Firearmᵅ","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Firearmᵅ","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Firearmᵅ","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Firearmᵅ","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Firearmᵅ","Males","35 to 39","--","11,364,080","--","--"
"Self-Harm","Firearmᵅ","Males","40 to 44","--","10,998,156","--","--"
"Self-Harm","Firearmᵅ","Males","45 to 49","--","9,886,355","--","--"
"Self-Harm","Firearmᵅ","Males","50 to 54","--","10,300,754","--","--"
"Self-Harm","Firearmᵅ","Males","55 to 59","--","10,166,391","--","--"
"Self-Harm","Firearmᵅ","Males","60 to 64","--","10,337,454","--","--"
"Self-Harm","Firearmᵅ","Males","65 to 69","--","9,125,260","--","--"
"Self-Harm","Firearmᵅ","Males","70 to 74","--","7,209,820","--","--"
"Self-Harm","Firearmᵅ","Males","75 to 79","--","5,166,023","--","--"
"Self-Harm","Firearmᵅ","Males","80 to 84","--","2,996,476","--","--"
"Self-Harm","Firearmᵅ","Males","85+","--","2,283,961","--","--"
"Self-Harm","Firearmᵅ","Females","15 to 19","--","10,778,845","--","--"
"Self-Harm","Firearmᵅ","Females","20 to 24","--","10,684,361","--","--"
"Self-Harm","Firearmᵅ","Females","25 to 29","--","10,842,462","--","--"
"Self-Harm","Firearmᵅ","Females","35 to 39","--","11,142,564","--","--"
"Self-Harm","Firearmᵅ","Females","40 to 44","--","10,885,893","--","--"
"Self-Harm","Firearmᵅ","Females","45 to 49","--","9,930,655","--","--"
"Self-Harm","Firearmᵅ","Females","50 to 54","--","10,376,017","--","--"
"Self-Harm","Firearmᵅ","Females","55 to 59","--","10,439,866","--","--"
"Self-Harm","Firearmᵅ","Females","60 to 64","--","10,910,700","--","--"
"Self-Harm","Firearmᵅ","Females","65 to 69","--","10,025,468","--","--"
"Self-Harm","Firearmᵅ","Females","70 to 74","--","8,324,736","--","--"
"Self-Harm","Inhalation / Suffocation","Males","5 to 9","--","10,304,720","--","--"
"Self-Harm","Inhalation / Suffocation","Males","10 to 14","--","10,667,918","--","--"
"Self-Harm","Inhalation / Suffocation","Males","15 to 19","--","11,296,635","--","--"
"Self-Harm","Inhalation / Suffocation","Males","20 to 24","--","11,126,811","--","--"
"Self-Harm","Inhalation / Suffocation","Males","25 to 29","--","11,175,898","--","--"
"Self-Harm","Inhalation / Suffocation","Males","30 to 34","--","11,883,289","--","--"
"Self-Harm","Inhalation / Suffocation","Males","35 to 39","--","11,364,080","--","--"
